,Source,Area,Sediment,TotalN,TotalP,gwlfe_endpoint,huc,huc_level,huc_run,huc_run_level,huc_run_name,huc_run_states,huc_run_areaacres,land_use_source,closest_weather_stations,stream_layer,weather_source
121,Entire area,6066.2,713441.3946705032,12463.692967486028,824.5501565116786,subbasin,020401040402,12,020401040402,12,Middle Shohola Creek,PA,15643.28,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
122,Entire area,6066.000000000001,563960.0392302414,12301.511485297237,479.95508721188827,subbasin,020401040403,12,020401040403,12,Lower Shohola Creek,PA,15068.96,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
123,Entire area,6066.000000000001,563960.0392302414,12301.511485297237,479.95508721188827,subbasin,020401040403,12,0204010404,10,Shohola Creek,PA,54675.59,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
124,Entire area,5917.8,434878.1063567296,12340.402025314082,543.759780267026,subbasin,020401040501,12,020401040501,12,Beaver Brook,NY,15063.49,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
125,Entire area,7096.4,622228.5912903474,15264.213355739703,748.9382908111029,subbasin,020401040502,12,020401040502,12,Halfway Brook,NY,18123.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
126,Entire area,4860.599999999999,400134.09316905134,9064.509562819065,382.82739525014705,subbasin,020401040503,12,020401040503,12,Mill Brook,NY,12477.4,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
127,Entire area,9964.4,1373933.8373616508,21691.562434212145,889.5630678912129,subbasin,020401040504,12,020401040504,12,Twin Lakes Creek-Delaware River,"NY,PA",25731.28,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
128,Entire area,10979.399999999998,1742647.1263410365,105950.93208723681,2152.059448195105,subbasin,020401040505,12,020401040505,12,Shingle Kill-Delaware River,"NJ,NY,PA",27988.31,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
129,Entire area,10979.399999999998,1742647.1263410365,105950.93208723681,2152.059448195105,subbasin,020401040505,12,0204010405,10,Halfway Brook-Delaware River,"NJ,NY,PA",99384.31,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
130,Entire area,4329.099999999999,138226.70614355398,8722.364918581668,294.14870790184006,subbasin,020401040601,12,020401040601,12,Brights Creek,PA,10894.82,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
131,Entire area,9663.2,986839.1566369646,18530.041157416428,601.5466418463847,subbasin,020401040602,12,020401040602,12,Upper Bush Kill,PA,24605.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
132,Entire area,5417.399999999999,207466.33187496552,10331.47274811847,316.52231588899684,subbasin,020401040603,12,020401040603,12,Middle Bush Kill,PA,13446.08,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
133,Entire area,7700.899999999999,935604.6824063619,16381.335580981406,822.1778346074875,subbasin,020401040604,12,020401040604,12,Saw Creek,PA,19318.21,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
134,Entire area,8320.0,749105.5399228522,16524.194219505145,583.4317628362209,subbasin,020401040605,12,020401040605,12,Little Bush Kill,PA,21119.84,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
135,Entire area,4685.599999999999,568835.3492426318,11518.175311686264,627.9564575843867,subbasin,020401040606,12,020401040606,12,Lower Bush Kill,PA,11685.01,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
136,Entire area,4685.599999999999,568835.3492426318,11518.175311686264,627.9564575843867,subbasin,020401040606,12,0204010406,10,Bush Kill,PA,101069.16,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
137,Entire area,6281.000000000001,842450.0687866708,13570.49013948513,562.9654607107082,subbasin,020401040701,12,020401040701,12,Sawkill Creek,PA,15658.51,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
138,Entire area,6155.6,1140316.4040566362,12536.754464150183,558.198943374656,subbasin,020401040702,12,020401040702,12,Raymondskill Creek,PA,15520.92,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
139,Entire area,4173.400000000001,833991.7902985554,9755.247665677103,618.5925067021735,subbasin,020401040703,12,020401040703,12,Dingmans Creek,PA,10821.63,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
140,Entire area,13375.800000000003,2951404.8588843793,42489.38560971967,1720.8296446883064,subbasin,020401040704,12,020401040704,12,Shimers Brook-Delaware River,"NJ,PA",34253.07,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
141,Entire area,10558.7,2560844.173409296,25587.830614212013,1731.628740177659,subbasin,020401040705,12,020401040705,12,Hornbecks Creek-Delaware River,"NJ,PA",27078.81,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
142,Entire area,10558.7,2560844.173409296,25587.830614212013,1731.628740177659,subbasin,020401040705,12,0204010407,10,Raymondskill Creek-Delaware River,"NJ,PA",103332.94,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
143,Entire area,5399.9000000000015,1304906.210688825,13315.371285066758,1381.5974663113336,subbasin,020401040801,12,020401040801,12,Upper McMichael Creek,PA,13374.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
144,Entire area,5614.8,1942488.1249220313,24805.374364963667,2597.9650812728023,subbasin,020401040802,12,020401040802,12,Appenzell Creek,PA,14075.18,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
145,Entire area,9075.299999999997,3708386.033600527,22811.89882368175,2891.9787868580684,subbasin,020401040803,12,020401040803,12,Upper Pocono Creek,PA,22684.57,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
146,Entire area,3629.9,1693099.6990071668,14062.209713290706,1510.0587733906023,subbasin,020401040804,12,020401040804,12,Lower Pocono Creek,PA,8994.05,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
147,Entire area,5866.199999999999,2831804.1468936163,33590.416122827024,3298.020406902908,subbasin,020401040805,12,020401040805,12,Lower McMichael Creek,PA,14564.48,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
148,Entire area,5866.199999999999,2831804.1468936163,33590.416122827024,3298.020406902908,subbasin,020401040805,12,0204010408,10,Pocono Creek,PA,73692.74,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
149,Entire area,10665.8,1896430.1552373755,24387.24646841516,1612.4485624234399,subbasin,020401040901,12,020401040901,12,Upper Broadhead Creek,PA,26664.65,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
150,Entire area,11222.8,4260785.936362769,28596.27529800617,2707.244852344741,subbasin,020401040902,12,020401040902,12,Paradise Creek,PA,27827.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
151,Entire area,7402.199999999999,891536.3925529926,15627.832261408355,771.9502731398447,subbasin,020401040903,12,020401040903,12,Middle Broadhead Creek,PA,18498.3,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
152,Entire area,6706.299999999998,1346018.1828497623,15437.201718643895,954.5089909438917,subbasin,020401040904,12,020401040904,12,Marshalls Creek,PA,16834.0,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
153,Entire area,8104.200000000001,2983457.1077750428,37959.35263878204,2828.30265494499,subbasin,020401040905,12,020401040905,12,Lower Broadhead Creek,PA,20288.63,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
154,Entire area,8104.200000000001,2983457.1077750428,37959.35263878204,2828.30265494499,subbasin,020401040905,12,0204010409,10,Broadhead Creek,PA,110112.77,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
155,Entire area,4273.9,525110.8030709779,20059.242460614223,768.1864160288084,subbasin,020401041001,12,020401041001,12,Little Flat Brook,NJ,10572.3,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
156,Entire area,8329.6,679347.4611301277,38378.11808191373,1220.4797904226846,subbasin,020401041002,12,020401041002,12,Big Flat Brook,NJ,20826.65,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
157,Entire area,4360.000000000001,231317.32075722737,13611.767108853472,586.341587156496,subbasin,020401041003,12,020401041003,12,Flat Brook,NJ,10799.35,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
158,Entire area,5392.700000000001,992740.195220052,21450.35092843942,2151.772714918429,subbasin,020401041004,12,020401041004,12,Cherry Creek,PA,13374.27,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
159,Entire area,9316.5,1936674.614284345,68768.08547752154,4750.960090604002,subbasin,020401041005,12,020401041005,12,Vancampens Brook-Delaware River,"NJ,PA",24255.94,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
160,Entire area,9316.5,1936674.614284345,68768.08547752154,4750.960090604002,subbasin,020401041005,12,0204010410,10,Flat Brook-Delaware River,"NJ,PA",79828.52,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
161,Entire area,16195.399999999998,7214345.546106155,95674.61282593549,5879.417248945613,subbasin,020401050101,12,020401050101,12,Headwaters Paulins Kill ,NJ,41265.78,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
162,Entire area,10586.699999999999,2253110.2509468794,70500.67186865897,2371.5536697938164,subbasin,020401050102,12,020401050102,12,Upper Paulins Kill ,NJ,27179.43,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
163,Entire area,8680.5,1261979.725651689,44760.55969831174,2183.877232417678,subbasin,020401050103,12,020401050103,12,Middle Paulins Kill,NJ,21760.3,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
164,Entire area,9167.900000000001,1628316.769450551,128163.52798351395,3024.2761358154617,subbasin,020401050104,12,020401050104,12,Lower Paulins Kill,NJ,23248.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
165,Entire area,9167.900000000001,1597239.6048373412,126835.11970498368,2996.273858041839,subbasin,020401050104,12,0204010501,10,Paulins Kill,NJ,113454.21,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
166,Entire area,9862.999999999996,2246997.343565911,60837.99939513429,2605.3828867064367,subbasin,020401050201,12,020401050201,12,Upper Pequest River,NJ,24863.18,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
167,Entire area,11167.3,2279945.4411029173,44483.53013738907,2299.02599336304,subbasin,020401050202,12,020401050202,12,Middle Pequest River,NJ,27861.7,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
168,Entire area,9348.0,1567134.5325209007,43769.88394086957,3163.8197092074997,subbasin,020401050203,12,020401050203,12,Beaver Brook,NJ,23286.59,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
169,Entire area,9715.2,2371812.8183415486,151954.99505368015,5146.34461393278,subbasin,020401050204,12,020401050204,12,Lower Pequest River,NJ,24190.63,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
170,Entire area,9715.2,2371812.8183415486,151954.99505368015,5146.34461393278,subbasin,020401050204,12,0204010502,10,Pequest River,NJ,100202.11,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
171,Entire area,4529.799999999999,3186245.3437829046,56944.72322098007,5552.762646193798,subbasin,020401050301,12,020401050301,12,Little Bushkill Creek,PA,11233.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
172,Entire area,8146.7,3804781.6938496144,81063.31220383414,7220.987020759141,subbasin,020401050302,12,020401050302,12,Upper Bushkill Creek,PA,20225.2,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
173,Entire area,7913.700000000001,6392623.341699985,161563.43215551783,18844.43257099948,subbasin,020401050303,12,020401050303,12,Lower Bushkill Creek,PA,19684.33,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
174,Entire area,7913.700000000001,6392623.341699985,161563.43215551783,18844.43257099948,subbasin,020401050303,12,0204010503,10,Bushkill Creek,PA,51143.14,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
175,Entire area,5815.8,1882748.1647048825,49590.66918925295,3724.2016526918123,subbasin,020401050401,12,020401050401,12,Upper Pohatcong Creek,NJ,14386.8,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
176,Entire area,8731.3,7308053.635037693,148690.44801325662,10996.921158196037,subbasin,020401050402,12,020401050402,12,Lower Pohatcong Creek,NJ,22267.35,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
177,Entire area,8731.3,7355384.927362194,153221.46048339366,11039.576624922938,subbasin,020401050402,12,0204010504,10,Pohatcong Creek,NJ,36654.16,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
178,Entire area,8270.9,6247581.70910597,121736.11826820183,2919.1651597238238,subbasin,020401050501,12,020401050501,12,Lake Hopatcong-Musconetcong River,NJ,23277.31,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
179,Entire area,11473.2,4773227.893594511,56344.14816482037,3008.48925520814,subbasin,020401050502,12,020401050502,12,Lubbers Run-Musconetcong River,NJ,29107.93,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
180,Entire area,8362.199999999999,4335289.9003711045,189393.2942193264,6009.558972011301,subbasin,020401050503,12,020401050503,12,Trout Brook-Musconetcong River,NJ,20688.76,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
181,Entire area,10744.2,6967372.771409816,153045.6476759019,9905.076574618084,subbasin,020401050504,12,020401050504,12,Outlet Musconetcong River,NJ,26561.39,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
182,Entire area,10744.2,7016852.980014695,157281.4534470465,9937.566800361674,subbasin,020401050504,12,0204010505,10,Musconetcong River,NJ,99635.4,2019_2019,"14734,14737",nhdhr,NASA_NLDAS_2000_2019
183,Entire area,12530.7,4874126.26884504,179823.41864785732,7747.913151593391,subbasin,020401050601,12,020401050601,12,Allegheny Creek-Delaware River,"NJ,PA",31980.34,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
184,Entire area,11475.4,5154140.521200927,149349.4952470329,13280.92667607612,subbasin,020401050602,12,020401050602,12,Martins Creek,PA,28513.24,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
185,Entire area,14460.5,8984975.813290786,318356.5182196667,15602.146764198078,subbasin,020401050603,12,020401050603,12,Buckhorn Creek-Delaware River,"NJ,PA",36742.34,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
186,Entire area,7653.200000000001,2461739.488550428,34083.412772763375,3602.145073420021,subbasin,020401050604,12,020401050604,12,Cooks Creek,PA,18929.21,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
187,Entire area,9121.300000000001,6852122.125470303,205806.1298867738,25629.84837966728,subbasin,020401050605,12,020401050605,12,Lopatcong Creek-Delaware River,"NJ,PA",23131.46,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
188,Entire area,9121.300000000001,6852122.125470303,205806.1298867738,25629.84837966728,subbasin,020401050605,12,0204010506,10,Upper Delaware River,"NJ,PA",139296.59,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
189,Entire area,11361.099999999999,4867570.121666224,108169.82741273924,5975.4395905125075,subbasin,020401050701,12,020401050701,12,Upper Tohickon Creek,PA,28239.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
190,Entire area,10169.0,2930636.82845086,55435.43742516234,5782.384135930597,subbasin,020401050702,12,020401050702,12,Middle Tohickon Creek,PA,26516.96,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
191,Entire area,6834.999999999999,3252466.4326578067,47672.71108914381,6660.24562165519,subbasin,020401050703,12,020401050703,12,Lower Tohickon Creek,PA,16921.53,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
192,Entire area,6834.999999999999,3252466.4326578067,47672.71108914381,6660.24562165519,subbasin,020401050703,12,0204010507,10,Tohickon Creek,PA,71677.92,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
193,Entire area,8959.800000000001,6035249.438070314,93462.27778272361,3498.2591880786135,subbasin,020401050801,12,020401050801,12,Upper Assunpink Creek,NJ,22764.57,2019_2019,"13739,14734",nhdhr,NASA_NLDAS_2000_2019
194,Entire area,3411.5,2391708.1016049543,24569.679979093147,1427.3197503229324,subbasin,020401050802,12,020401050802,12,Miry Run,NJ,8470.65,2019_2019,"13739,14734",nhdhr,NASA_NLDAS_2000_2019
195,Entire area,11153.3,16501752.924264684,312131.879192012,35901.42494568486,subbasin,020401050803,12,020401050803,12,Lower Assunpink Creek,NJ,27652.53,2019_2019,"13739,14734",nhdhr,NASA_NLDAS_2000_2019
196,Entire area,11153.3,16501752.924264684,312131.879192012,35901.42494568486,subbasin,020401050803,12,0204010508,10,Assunpink Creek,NJ,58887.76,2019_2019,"13739,14734",nhdhr,NASA_NLDAS_2000_2019
197,Entire area,4556.1,1664228.7540124222,37901.64036527355,2244.68610968619,subbasin,020401050901,12,020401050901,12,Hakihokake Creek,NJ,11267.23,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
198,Entire area,3764.7,2397561.655285841,31922.534669298144,4089.3601941739707,subbasin,020401050902,12,020401050902,12,Nishisakawick Creek,NJ,9324.39,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
199,Entire area,6227.299999999999,970616.4368244226,13640.285378969527,1629.7879947992387,subbasin,020401050903,12,020401050903,12,Tinicum Creek,PA,15410.12,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
200,Entire area,12454.600000000002,4253854.290743793,65418.201766856335,3667.78720306348,subbasin,020401050904,12,020401050904,12,Harihokake Creek-Delaware River,"NJ,PA",31991.56,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
201,Entire area,6094.000000000002,3515312.863282911,40813.133406951914,6169.979045847281,subbasin,020401050905,12,020401050905,12,Lockatong Creek,NJ,15086.8,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
202,Entire area,6912.8,2880646.8669050448,32507.666372877586,4436.393325352179,subbasin,020401050906,12,020401050906,12,Wickecheoke Creek,NJ,17090.21,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
203,Entire area,3918.2000000000003,1760983.0552711377,26620.18512981811,2670.893679765598,subbasin,020401050907,12,020401050907,12,Alexauken Creek,NJ,9751.05,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
204,Entire area,9303.6,3525048.0077348533,52405.38053624955,3586.0744947573967,subbasin,020401050908,12,020401050908,12,Paunnacussing Creek-Delaware River,"NJ,PA",24113.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
205,Entire area,10186.199999999999,5163395.318969713,61403.51022419556,6783.536259874165,subbasin,020401050909,12,020401050909,12,Pidcock Creek-Delaware River,"NJ,PA",25615.31,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
206,Entire area,9544.999999999998,6897361.513040157,51084.16687271153,4836.580403819579,subbasin,020401050910,12,020401050910,12,Jacobs Creek-Delaware River,"NJ,PA",23997.98,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
207,Entire area,5935.1,5961346.453161668,85459.68053344748,2848.280307810653,subbasin,020401050911,12,020401050911,12,Buck Creek-Delaware River,"NJ,PA",15442.85,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
208,Entire area,5935.1,5961346.453161668,85459.68053344748,2848.280307810653,subbasin,020401050911,12,0204010509,10,Lower Delaware River,"NJ,PA",199090.95,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
209,Entire area,6469.200000000001,1242962.035481491,13893.869334552177,601.4100112350407,subbasin,020401060101,12,020401060101,12,Stillwater Lake-Upper Tunkhannock Creek,PA,16763.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
210,Entire area,12564.8,1696425.9096478776,36286.09540352399,1384.650243913506,subbasin,020401060102,12,020401060102,12,Pocono Lake Dam-Tobyhanna Creek,PA,32018.98,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
211,Entire area,8042.4,1358122.740200457,26730.70910576952,1439.337566462445,subbasin,020401060103,12,020401060103,12,Tunkhannock Creek,PA,20262.56,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
212,Entire area,8042.4,1358122.740200457,26730.70910576952,1439.337566462445,subbasin,020401060103,12,0204010601,10,Tobyhanna Creek,PA,82584.3,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
213,Entire area,5407.3,1018429.2934044676,13204.827927621369,819.3949176970607,subbasin,020401060104,12,020401060104,12,Tobyhanna Creek-Lehigh River,PA,13538.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
214,Entire area,15242.5,3873548.605116484,39887.88202159519,3814.7371849141527,subbasin,020401060201,12,020401060201,12,Headwaters Lehigh River,PA,38618.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
215,Entire area,3898.6,488640.6320093621,7152.349242460069,264.08285496469364,subbasin,020401060202,12,020401060202,12,Bradys Lake-Trout Creek,PA,10171.25,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
216,Entire area,13118.899999999998,1835942.3953406133,27507.625023401477,1745.2727642472496,subbasin,020401060203,12,020401060203,12,Bear Creek,PA,32836.48,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
217,Entire area,14126.199999999999,1892117.29873318,42338.13585131507,2793.118559309367,subbasin,020401060204,12,020401060204,12,Wright Creek-Lehigh River,PA,35341.11,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
218,Entire area,14126.199999999999,1892117.29873318,42338.13585131507,2793.118559309367,subbasin,020401060204,12,0204010602,10,Upper Lehigh River,PA,116967.29,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
219,Entire area,4477.7,305932.98672320973,9186.565166275812,418.2405674411991,subbasin,020401060301,12,020401060301,12,Black Creek,PA,11089.17,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
220,Entire area,5775.999999999999,503579.8061914782,20656.54016042302,963.2648804637068,subbasin,020401060302,12,020401060302,12,Sandy Run,PA,14387.1,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
221,Entire area,9829.5,1858107.5435956654,21003.360199128987,1284.7741276045815,subbasin,020401060303,12,020401060303,12,Mud Run,PA,24565.26,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
222,Entire area,15774.199999999999,2313147.010379147,41671.01567294066,3010.690320955996,subbasin,020401060304,12,020401060304,12,Stony Creek-Lehigh River,PA,39414.17,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
223,Entire area,5045.400000000001,452647.8848946916,38648.66209874135,941.5645089477024,subbasin,020401060305,12,020401060305,12,Hazle Creek,PA,12648.38,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
224,Entire area,5910.4,878655.9316650021,18768.05628832407,1645.8328549531504,subbasin,020401060306,12,020401060306,12,Quakake Creek,PA,14621.4,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
225,Entire area,4595.299999999999,446988.4382106754,14821.100074639731,1485.2210352739103,subbasin,020401060307,12,020401060307,12,Beaver Creek-Black Creek,PA,11405.13,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
226,Entire area,8624.0,895577.7923785326,21588.79152452869,1260.8748940795801,subbasin,020401060308,12,020401060308,12,Nesquehoning Creek,PA,21732.29,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
227,Entire area,9925.399999999998,4831434.507263362,72402.50266546806,6756.515644641799,subbasin,020401060309,12,020401060309,12,Mahoning Creek,PA,24533.54,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
228,Entire area,11282.599999999999,2544434.568489044,51252.67655939842,7271.708523146385,subbasin,020401060310,12,020401060310,12,Mauch Chunk Creek-Lehigh River,PA,28742.36,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
229,Entire area,11282.599999999999,2544434.568489044,51252.67655939842,7271.708523146385,subbasin,020401060310,12,0204010603,10,Middle Lehigh River,PA,203138.8,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
230,Entire area,4787.1,1489207.9651934262,13083.080503318097,1944.9923558177727,subbasin,020401060401,12,020401060401,12,Middle Creek,PA,11861.95,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
231,Entire area,8062.4,3940609.455869473,40003.27725586376,3800.636062619617,subbasin,020401060402,12,020401060402,12,Headwaters Pohopoco Creek,PA,19958.69,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
232,Entire area,5718.499999999999,410695.65585145575,14532.409901310097,802.4308867413808,subbasin,020401060403,12,020401060403,12,Wild Creek,PA,14933.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
233,Entire area,9400.199999999999,2965538.558949355,27397.42459886269,3458.0802964589525,subbasin,020401060404,12,020401060404,12,Beltzville Lake-Pohopoco Creek,PA,24244.36,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
234,Entire area,9400.199999999999,2965538.558949355,27397.42459886269,3458.0802964589525,subbasin,020401060404,12,0204010604,10,Pohopoco Creek,PA,70998.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
235,Entire area,10971.0,4526418.854760147,41097.84870320477,6207.944678481617,subbasin,020401060501,12,020401060501,12,Buckwha Creek,PA,27133.77,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
236,Entire area,9269.2,1908300.1166764402,53809.86706173618,4234.745909087635,subbasin,020401060502,12,020401060502,12,Aquashicola Creek,PA,22981.73,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
237,Entire area,9269.2,1908300.1166764402,53809.86706173618,4234.745909087635,subbasin,020401060502,12,0204010605,10,Aquashicola Creek,PA,50115.5,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
238,Entire area,10949.3,9021367.522845227,159135.20110252223,13937.824254427143,subbasin,020401060601,12,020401060601,12,Upper Jordan Creek,PA,27107.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
239,Entire area,10298.2,10566645.803097244,178211.58103380367,16928.6705039675,subbasin,020401060602,12,020401060602,12,Lower Jordan Creek,PA,25584.28,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
240,Entire area,10298.2,10566645.803097244,178211.58103380367,16928.6705039675,subbasin,020401060602,12,0204010606,10,Jordan Creek,PA,52691.74,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
241,Entire area,6121.6,7011705.514877548,118007.19927825184,8861.232980691797,subbasin,020401060701,12,020401060701,12,Spring Creek,PA,15182.28,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
242,Entire area,11566.699999999999,11067097.246434385,198348.68115486106,16506.105861367247,subbasin,020401060702,12,020401060702,12,Little Lehigh Creek,PA,28624.19,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
243,Entire area,10102.699999999999,6894396.552011714,99197.09064244195,5671.901849776281,subbasin,020401060703,12,020401060703,12,Cedar Creek-Little Lehigh Creek,PA,24988.59,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
